,Speaker,Response
0,Welker,"a very good evening to both of you. this debate will cover six major topics. at the beginning of each section, each candidate will have two minutes, uninterrupted, to answer my first question. the debate commission will then turn on their microphone only when it is their turn to answer, and the commission will turn it off exactly when the two minutes have expired. after that, both microphones will remain on, but on behalf of the voters, i'm going to ask you to please speak one at a time. the goal is for you to hear each other and for the american people to hear every word of what you both have to say. and so with that, if you're ready, let's start.and we will begin with the fight against the coronavirus. president trump, the first question is for you. the country is heading into a dangerous new phase. more than 40,000 americans are in the hospital tonight with covid, including record numbers here in tennessee. and since the two of you last shared a stage, 16,000 americans have died from covid. so please be specific: how would you leave the country during this next stage of the coronavirus crisis? two minutes, uninterrupted.trump and biden on covid-19[1:03] "
1,Trump,"so, as you know, more 2.2 million people, modeled out, were expected to die. we closed up the greatest economy in the world in order to fight this horrible disease that came from china. it's a worldwide pandemic. it’s all over the world. you see the spikes in europe and many other places right now. if you notice, the mortality rate is down, 85%. the excess mortality rate is way down, and much lower than almost any other country. and we're fighting it and we're fighting it hard. there is a spike. there was a spike in florida, and it's now gone. there was a very big spike in texas, it's now gone. there was a very big spike in arizona, it's now gone. and there were some spikes and surges in other places. they will soon be gone. we have a vaccine that's coming, it's ready. it's going to be announced within weeks, and it's going to be delivered. we have operation warp speed, which is the military, is going to distribute the vaccine. i can tell you from personal experience that i was in the hospital, i had it. and i got better and i will tell you that i had something that they gave me — a therapeutic, i guess they would call it. some people could say it was a cure. but i was in for a short period of time and i got better very fast or i wouldn't be here tonight. and now they say i'm immune. whether it's four months or a lifetime, nobody's been able to say that, but i'm immune. more and more people are getting better. we have a problem that's a worldwide problem. this is a worldwide problem, but i've been congratulated by the heads of many countries on what we've been able to do with the — if you take a look at what we've done in terms of goggles and masks and gowns and everything else, and in particular, ventilators. we're now making ventilators. all over the world, thousands and thousands a month, distributing them all over the world, it will go away and as i say, we're rounding the turn, we're rounding the corner, it's going away. [3:05] "
2,Welker,"ok, former vice president biden, to you, how would you lead the country out of this crisis? you have two minutes uninterrupted.[3:12] "
3,Biden,"220,000 americans dead. if you hear nothing else i say tonight, hear this. anyone who's responsible for not taking control — in fact, not saying, i take no responsibility, initially — anyone who is responsible for that many deaths should not remain as president of the united states of america. we're in a situation where there are thousands of deaths a day, a thousand deaths a day. and there are over 70,000 new cases per day. compared to what's going on in europe, as the new england medical journal said, they're starting from a very low rate. we're starting from a very high rate. the expectation is we'll have another 200,000 americans dead by the time, between now and the end of the year. if we just wore these masks — the president's own advisors told them — we could save 100,000 lives. and we're in a circumstance where the president, thus far, still has no plan. no comprehensive plan. what i would do is make sure we have everyone encouraged to wear a mask, all the time. i would make sure we move in the direction of rapid testing, investing in rapid testing. i would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe, and give them the wherewithal and financial resources to be able to do that. we're in a situation now where the new england medical journal — one of the serious, most serious journals in the whole world — said for the first time ever that this, the way this president has responded to this crisis has been absolutely tragic. and so folks, i will take care of this, i will end this, i will make sure we have a plan.[5:00] "
4,Welker,"president trump, i'd like to follow up with you and your comments. you talked about taking a therapeutic. i assume you're referencing regeneron. you also said a vaccine will be coming within weeks. is that a guarantee?[5:12] "
5,Trump,"it is not a guarantee but it will be by the end of the year, but i think it has a good chance. one or two companies, i think, within a matter of weeks, and it will be distributed very quickly.[5:21] "
6,Welker,can you tell us what companies?
7,Trump,"johnson and johnson is doing very well. moderna is doing very well. pfizer is doing very well, and we have numerous others. and then we also have others that we're working on very closely with other countries, in particular europe.[5:34] "
8,Welker,"let me follow up with you, and because this is new information — you have said a vaccine is coming soon, within weeks now. your own officials say it could take well into 2021 at the earliest for enough americans to get vaccinated, and even then they say the country will be wearing masks and distancing into 2022. is your timeline realistic?[5:52] "
9,Trump,"no, i think my timeline is going to be more accurate. i don't know that they're counting on the military the way i do, but we have our generals lined up, one in particular, that's the head of logistics. and this is a very easy distribution for him. he's ready to go as soon as we have the vaccine, and we expect to have 100 million vials as soon as we have the vaccine, he's ready to go.[6:12] "
